State,District Name,School Name
Texas,DALLAS ISD,D A Hulcy Steam Middle
Texas,DALLAS ISD,Wilmer-Hutchins High School 
Texas,DALLAS ISD,Barack Obama Male Leadership Aca At Bf Darrell High School 
Texas,DALLAS ISD,Innovation Design Entrepreneurship Academy
Texas,DALLAS ISD,Citylab High School 
Texas,DALLAS ISD,John Leslie Patton Jr Academic Center
Texas,DALLAS ISD,Reserved For Future Use
Texas,DESOTO ISD,Desoto High School  & Isteam3D
Texas,DESOTO ISD,Wings (Where I Now Gain Success)
Texas,DESOTO ISD,Dallas County Juvenile Justice Alternative Education Programs Desoto Campus
Texas,DESOTO ISD,Desoto Alternative Education Center (Daep)
Texas,DESOTO ISD,Desoto East Middle (Isteam)
Texas,DESOTO ISD,Desoto West Middle (Isteam)
Texas,DESOTO ISD,Curtistene S Mccowan Middle (Isteam)
Texas,DESOTO ISD,Ruby Young Elementary
Texas,DESOTO ISD,Northside Elementary
Texas,DESOTO ISD,The Meadows Elementary
Texas,DESOTO ISD,Cockrell Hill Elementary
Texas,DESOTO ISD,Frank D Moates Elementary
Texas,DESOTO ISD,Woodridge Elementary
Texas,DESOTO ISD,Amber Terrace Discovery & Design Early Childhood
Texas,DESOTO ISD,Little Eagles Early Learning Center
Texas,DUNCANVILLE ISD,Duncanville High School 
Texas,DUNCANVILLE ISD,Mary E Smithey Pace High School 
Texas,DUNCANVILLE ISD,Summit Learning Center
Texas,DUNCANVILLE ISD,P A S S Learning Ctr
Texas,DUNCANVILLE ISD,J Herman Reed Middle
Texas,DUNCANVILLE ISD,William H Byrd Middle
Texas,DUNCANVILLE ISD,G W Kennemer Middle
Texas,DUNCANVILLE ISD,Central Elementary
Texas,DUNCANVILLE ISD,Fairmeadows Elementary
Texas,DUNCANVILLE ISD,Merrifield Elementary
Texas,DUNCANVILLE ISD,William Lee Hastings Elementary
Texas,DUNCANVILLE ISD,S Gus Alexander Jr Elementary
Texas,DUNCANVILLE ISD,Clint Q Smith Elementary
Texas,DUNCANVILLE ISD,Charles Acton Elementary
Texas,DUNCANVILLE ISD,H Bob Daniel Sr Int
Texas,DUNCANVILLE ISD,Glenn C Hardin Int
Texas,DUNCANVILLE ISD,Grace R Brandenburg Int
Texas,DUNCANVILLE ISD,Cj & Anne Hyman Elementary
Texas,DUNCANVILLE ISD,James R Bilhartz Jr Elementary
Texas,GARLAND ISD,Garland High School 
Texas,GARLAND ISD,S Garland High School 
Texas,GARLAND ISD,N Garland High School 
Texas,GARLAND ISD,Lakeview Centennial High School 
Texas,GARLAND ISD,Memorial Pathway Academy High School 
Texas,GARLAND ISD,P A S S Learning Ctr
Texas,GARLAND ISD,Naaman Forest High School 
Texas,GARLAND ISD,Rowlett High School 
Texas,GARLAND ISD,Sachse High School 
Texas,GARLAND ISD,Gilbreath-Reed Career And Technical Center
Texas,GARLAND ISD,Austin Acad For Excell
Texas,GARLAND ISD,Bussey Middle
Texas,GARLAND ISD,Sam Houston Middle
Texas,GARLAND ISD,Jackson Technology Center
Texas,GARLAND ISD,O'Banion Middle
Texas,GARLAND ISD,Classical Center At Brandenburg Middle
Texas,GARLAND ISD,Sellers Middle
Texas,GARLAND ISD,Webb Middle
Texas,GARLAND ISD,Coyle Middle
Texas,GARLAND ISD,Lyles Middle
Texas,GARLAND ISD,B G Hudson Middle
Texas,GARLAND ISD,Garland Aec
Texas,GARLAND ISD,Vernon Schrade Middle
Texas,GARLAND ISD,Beaver Technology Center
Texas,GARLAND ISD,Bullock Elementary
Texas,GARLAND ISD,Caldwell Elementary
Texas,GARLAND ISD,Centerville Elementary
Texas,GARLAND ISD,Cooper Elementary
Texas,GARLAND ISD,Daugherty Elementary
Texas,GARLAND ISD,Freeman Elementary
Texas,GARLAND ISD,Handley Elementary
Texas,GARLAND ISD,Kimberlin Acad For Excel
Texas,GARLAND ISD,Park Crest Elementary
Texas,GARLAND ISD,Southgate Elementary
Texas,GARLAND ISD,Watson Technology Center
Texas,GARLAND ISD,Weaver Elementary
Texas,GARLAND ISD,Williams Elementary
Texas,GARLAND ISD,Bradfield Elementary
Texas,GARLAND ISD,Shorehaven Elementary
Texas,GARLAND ISD,Montclair Elementary
Texas,GARLAND ISD,Walnut Glen Acad For Excel
Texas,GARLAND ISD,Golden Meadows Elementary
Texas,GARLAND ISD,Heather Glen Elementary
Texas,GARLAND ISD,Hillside Acad For Excel
Texas,GARLAND ISD,Davis Elementary
Texas,GARLAND ISD,Roach Elementary
Texas,GARLAND ISD,Ethridge Elementary
Texas,GARLAND ISD,Classical Center At Vial Elementary
Texas,GARLAND ISD,Club Hill Elementary
Texas,GARLAND ISD,Hickman Elementary
Texas,GARLAND ISD,Northlake Elementary
Texas,GARLAND ISD,Pathfinder Achievement Center
Texas,GARLAND ISD,Toler Elementary
Texas,GARLAND ISD,Rowlett Elementary
Texas,GARLAND ISD,Spring Creek Elementary
Texas,GARLAND ISD,Luna Elementary
Texas,GARLAND ISD,Back Elementary
Texas,GARLAND ISD,Shugart Elementary
Texas,GARLAND ISD,Herfurth Elementary
Texas,GARLAND ISD,Abbett Elementary
Texas,GARLAND ISD,Keeley Elementary
Texas,GARLAND ISD,Robert B Sewell Elementary
Texas,GARLAND ISD,Katherine Stephens Elementary
Texas,GARLAND ISD,Vernal Lister Elementary
Texas,GARLAND ISD,Norma Dorsey Elementary
Texas,GARLAND ISD,Infant Center
Texas,GARLAND ISD,Steadham Elementary
Texas,GARLAND ISD,John W Armstrong Elementary
Texas,GARLAND ISD,Nita Pearson Elementary
Texas,GARLAND ISD,Glen Couch Elementary
Texas,GARLAND ISD,Liberty Grove Elementary
Texas,GARLAND ISD,George Washington Carver Elementary
Texas,GARLAND ISD,Cisneros Pre-K Ctr
Texas,GARLAND ISD,Parsons Pre-K Ctr
Texas,GRAND PRAIRIE ISD,Grand Prairie Fine Arts Academy
Texas,GRAND PRAIRIE ISD,Grand Prairie High School 
Texas,GRAND PRAIRIE ISD,South Grand Prairie High School 
Texas,GRAND PRAIRIE ISD,Lyndon B Johnson Disciplinary Alternative Education Program
Texas,GRAND PRAIRIE ISD,P A S S Learning Ctr
Texas,GRAND PRAIRIE ISD,Crosswinds High School 
Texas,GRAND PRAIRIE ISD,John A Dubiski Career High School 
Texas,GRAND PRAIRIE ISD,Grand Prairie Collegiate Institute
Texas,GRAND PRAIRIE ISD,John Adams Middle
Texas,GRAND PRAIRIE ISD,Andrew Jackson Middle
Texas,GRAND PRAIRIE ISD,Harry S Truman Middle
Texas,GRAND PRAIRIE ISD,Ronald W Reagan Middle
Texas,GRAND PRAIRIE ISD,James Fannin Middle
Texas,GRAND PRAIRIE ISD,Ymla At John F Kennedy Middle
Texas,GRAND PRAIRIE ISD,Ywla At Bill Arnold
Texas,GRAND PRAIRIE ISD,International Newcomer Institute
Texas,GRAND PRAIRIE ISD,Stephen F Austin Elementary
Texas,GRAND PRAIRIE ISD,James Bowie Elementary
Texas,GRAND PRAIRIE ISD,David Daniels Elementary Academy Of Science & Math
Texas,GRAND PRAIRIE ISD,Florence Hill Elementary
Texas,GRAND PRAIRIE ISD,Ellen Ochoa Stem Academy At Ben Miliam Elementary
Texas,GRAND PRAIRIE ISD,Dwight D Eisenhower Elementary
Texas,GRAND PRAIRIE ISD,Sam Rayburn Elementary Steam Academy
Texas,GRAND PRAIRIE ISD,Lorenzo De Zavala Environmental Science Academy
Texas,GRAND PRAIRIE ISD,Suzanna Dickinson Elementary
Texas,GRAND PRAIRIE ISD,Garner Fine Arts Academy
Texas,GRAND PRAIRIE ISD,Barbara Bush Elementary
Texas,GRAND PRAIRIE ISD,Colin Powell Elementary
Texas,GRAND PRAIRIE ISD,Hector P Garcia Elementary
Texas,GRAND PRAIRIE ISD,Sallye R Moore Elementary
Texas,GRAND PRAIRIE ISD,Ervin C Whitt Elementary
Texas,GRAND PRAIRIE ISD,Juan N Seguin Elementary
Texas,GRAND PRAIRIE ISD,Thurgood Marshall Leadership Academy
Texas,GRAND PRAIRIE ISD,Mike Moseley Elementary
Texas,GRAND PRAIRIE ISD,Hobbs Williams Elementary
Texas,GRAND PRAIRIE ISD,Robert Elementaryee Elementary
Texas,GRAND PRAIRIE ISD,Bonham Ees
Texas,GRAND PRAIRIE ISD,School For The Highly Gifted
Texas,GRAND PRAIRIE ISD,Uplift Lee
Texas,GRAND PRAIRIE ISD,William B Travis World Language Academy
Texas,GRAND PRAIRIE ISD,Crockett Early Education School
Texas,HIGHLAND PARK ISD,Highland Park High School 
Texas,HIGHLAND PARK ISD,Highland Park Alter Ed Ctr
Texas,HIGHLAND PARK ISD,P A S S Learning Ctr
Texas,HIGHLAND PARK ISD,Highland Park Middle
Texas,HIGHLAND PARK ISD,Armstrong Elementaryementary
Texas,HIGHLAND PARK ISD,Bradfield Elementaryementary
Texas,HIGHLAND PARK ISD,Hyer Elementary
Texas,HIGHLAND PARK ISD,University Park Elementaryementary
Texas,HIGHLAND PARK ISD,Mcculloch Intermediate School
Texas,IRVING ISD,Irving High School 
Texas,IRVING ISD,Macarthur High School 
Texas,IRVING ISD,Nimitz High School 
Texas,IRVING ISD,Barbara Cardwell Career Preparatory Center
Texas,IRVING ISD,Jack E Singley Academy
Texas,IRVING ISD,Dallas Co School For Accelerated Lrng
Texas,IRVING ISD,Student Reassignment Ctr
Texas,IRVING ISD,Bowie Middle
Texas,IRVING ISD,Crockett Middle
Texas,IRVING ISD,Travis Middle
Texas,IRVING ISD,Lamar Middle
Texas,IRVING ISD,Austin Middle
Texas,IRVING ISD,Houston Middle
Texas,IRVING ISD,Lorenzo De Zavala Middle
Texas,IRVING ISD,Lady Bird Johnson Middle
Texas,IRVING ISD,Barton Elementary
Texas,IRVING ISD,Brown Elementary
Texas,IRVING ISD,Britain Elementary
Texas,IRVING ISD,Good Elementary
Texas,IRVING ISD,Haley J Elementary
Texas,IRVING ISD,Haley T Elementary
Texas,IRVING ISD,Johnston Elementary
Texas,IRVING ISD,Keyes Elementary
Texas,IRVING ISD,Lee Elementary
Texas,IRVING ISD,Lively Elementary
Texas,IRVING ISD,Farine Elementary
Texas,IRVING ISD,Schulze Elementary
Texas,IRVING ISD,Brandenburg Elementary
Texas,IRVING ISD,Elliott Elementary
Texas,IRVING ISD,Hanes Elementary
Texas,IRVING ISD,Townley Elementary
Texas,IRVING ISD,Davis Elementary
Texas,IRVING ISD,Gilbert F M Elementary
Texas,IRVING ISD,Jackie Mae Townsell Elementary
Texas,IRVING ISD,John W And Margie Stipes Elementary
Texas,IRVING ISD,Clifton Early Childhood
Texas,IRVING ISD,Pierce Early Childhood
Texas,IRVING ISD,Kinkeade Early Childhood
Texas,LANCASTER ISD,Lancaster High School 
Texas,LANCASTER ISD,Jd Hall Learning Center
Texas,LANCASTER ISD,Lancaster Middle
Texas,LANCASTER ISD,G W Carver 6Th Grade Stem Learning Center
Texas,LANCASTER ISD,Pleasant Run Elementary
Texas,LANCASTER ISD,Houston Elementary
Texas,LANCASTER ISD,West Main Elementary
Texas,LANCASTER ISD,Rosa Parks/Millbrook Elementary
Texas,LANCASTER ISD,Rolling Hills Elementary
Texas,LANCASTER ISD,Belt Line Elementary
Texas,LANCASTER ISD,Lancaster Elementary
Texas,LANCASTER ISD,L Isd Juvenile Justice Alternative Education Programs
Texas,MESQUITE ISD,Mesquite High School 
Texas,MESQUITE ISD,North Mesquite High School 
Texas,MESQUITE ISD,West Mesquite High School 
Texas,MESQUITE ISD,Poteet High School 
Texas,MESQUITE ISD,Horn High School 
Texas,MESQUITE ISD,P A S S Learning Ctr
Texas,MESQUITE ISD,Agnew Middle
Texas,MESQUITE ISD,Vanston Middle
Texas,MESQUITE ISD,Wilkinson Middle
Texas,MESQUITE ISD,Mcdonald Middle
Texas,MESQUITE ISD,New Middle
Texas,MESQUITE ISD,Kimbrough Middle
Texas,MESQUITE ISD,Berry Middle
Texas,MESQUITE ISD,Terry Middle
Texas,MESQUITE ISD,Lanny Frasier Middle
Texas,MESQUITE ISD,Black Elementary
Texas,MESQUITE ISD,Florence Elementary
Texas,MESQUITE ISD,Galloway Elementary
Texas,MESQUITE ISD,Hanby Elementary
Texas,MESQUITE ISD,Hodges Elementary
Texas,MESQUITE ISD,Mcwhorter Elementary
Texas,MESQUITE ISD,Motley Elementary
Texas,MESQUITE ISD,Range Elementary
Texas,MESQUITE ISD,Rugel Elementary
Texas,MESQUITE ISD,Rutherford Elementary
Texas,MESQUITE ISD,Shands Elementary
Texas,MESQUITE ISD,Tisinger Elementary
Texas,MESQUITE ISD,Tosch Elementary
Texas,MESQUITE ISD,Seabourn Elementary
Texas,MESQUITE ISD,Lawrence Elementary
Texas,MESQUITE ISD,Floyd Elementary
Texas,MESQUITE ISD,Porter Elementary
Texas,MESQUITE ISD,Mckenzie Elementary
Texas,MESQUITE ISD,Beasley Elementary
Texas,MESQUITE ISD,Price Elementary
Texas,MESQUITE ISD,Shaw Elementary
Texas,MESQUITE ISD,Kimball Elementary
Texas,MESQUITE ISD,Pirrung Elementary
Texas,MESQUITE ISD,Cannaday Elementary
Texas,MESQUITE ISD,Austin Elementary
Texas,MESQUITE ISD,Moss Elementary
Texas,MESQUITE ISD,Thompson Elementary
Texas,MESQUITE ISD,Gray Elementary
Texas,MESQUITE ISD,Smith Elementary
Texas,MESQUITE ISD,Gentry Elementary
Texas,MESQUITE ISD,Mackey Elementary
Texas,MESQUITE ISD,Achziger Elementary
Texas,MESQUITE ISD,Dr Linda Henrie Elementary
Texas,MESQUITE ISD,Mesquite Academy
Texas,RICHARDSON ISD,Lake Highlands High School 
Texas,RICHARDSON ISD,Richardson High School 
Texas,RICHARDSON ISD,Pearce High School 
Texas,RICHARDSON ISD,Berkner High School 
Texas,RICHARDSON ISD,Christa Mcauliffe Learning Center
Texas,RICHARDSON ISD,P A S S Learning Ctr
Texas,RICHARDSON ISD,Lake Highlands Junior High
Texas,RICHARDSON ISD,Richardson West Junior High
Texas,RICHARDSON ISD,Richardson North Junior High
Texas,RICHARDSON ISD,Forest Meadow Junior High
Texas,RICHARDSON ISD,Westwood Math Science Leadership Magnet
Texas,RICHARDSON ISD,Liberty Junior High
Texas,RICHARDSON ISD,Apollo Junior High
Texas,RICHARDSON ISD,Parkhill Junior High
Texas,RICHARDSON ISD,Arapaho Classical Magnet
Texas,RICHARDSON ISD,Canyon Creek Elementary
Texas,RICHARDSON ISD,Dover Elementary
Texas,RICHARDSON ISD,Greenwood Hills Elementary
Texas,RICHARDSON ISD,Hamilton Park Pacesetter Magnet
Texas,RICHARDSON ISD,O Henry Elementary
Texas,RICHARDSON ISD,Lake Highlands Elementary
Texas,RICHARDSON ISD,Mohawk Elementary
Texas,RICHARDSON ISD,Northrich Elementary
Texas,RICHARDSON ISD,Northwood Hills Elementary
Texas,RICHARDSON ISD,Richardson Heights Elementary
Texas,RICHARDSON ISD,Richardson Terrace Elementary
Texas,RICHARDSON ISD,Spring Valley Elementary
Texas,RICHARDSON ISD,Stults Road Elementary
Texas,RICHARDSON ISD,Mark Twain Elementary
Texas,RICHARDSON ISD,Wallace Elementary
Texas,RICHARDSON ISD,White Rock Elementary
Texas,RICHARDSON ISD,Spring Creek Elementary
Texas,RICHARDSON ISD,Dobie Primary
Texas,RICHARDSON ISD,Forestridge Elementary
Texas,RICHARDSON ISD,Northlake Elementary
Texas,RICHARDSON ISD,Bowie Elementary
Texas,RICHARDSON ISD,Prairie Creek Elementary
Texas,RICHARDSON ISD,Springridge Elementary
Texas,RICHARDSON ISD,Prestonwood Elementary
Texas,RICHARDSON ISD,Skyview Elementary
Texas,RICHARDSON ISD,Dartmouth Elementary
Texas,RICHARDSON ISD,Brentfield Elementary
Texas,RICHARDSON ISD,Jess Harben Elementary
Texas,RICHARDSON ISD,Richland Elementary
Texas,RICHARDSON ISD,Yale Elementary
Texas,RICHARDSON ISD,Moss Haven Elementary
Texas,RICHARDSON ISD,Big Springs Elementary
Texas,RICHARDSON ISD,Merriman Park Elementary
Texas,RICHARDSON ISD,Aikin Elementary
Texas,RICHARDSON ISD,Risd Acad
Texas,RICHARDSON ISD,Math/Science/Tech Magnet
Texas,RICHARDSON ISD,Forest Lane Academy
Texas,RICHARDSON ISD,Audelia Creek Elementary
Texas,RICHARDSON ISD,Carolyn G Bukhair Elementary
Texas,RICHARDSON ISD,Thurgood Marshall Elementary
Texas,RICHARDSON ISD,New Elementary
Texas,SUNNYVALE ISD,Sunnyvale High School 
Texas,SUNNYVALE ISD,Dallas County Juvenile Justice Alternative Education Programs
Texas,SUNNYVALE ISD,Sunnyvale Middle
Texas,SUNNYVALE ISD,Sunnyvale Elementary
Texas,COPPELL ISD,Coppell High School 
Texas,COPPELL ISD,Victory Place At Coppell
Texas,COPPELL ISD,New Tech High School  At Coppell
Texas,COPPELL ISD,Dallas County Juvenile Justice Alternative Education Programs
Texas,COPPELL ISD,Coppell Middle East
Texas,COPPELL ISD,Coppell Middle West
Texas,COPPELL ISD,Coppell Middle North
Texas,COPPELL ISD,Pinkerton Elementary
Texas,COPPELL ISD,Austin Elementary
Texas,COPPELL ISD,Mockingbird Elementary
Texas,COPPELL ISD,Wilson Elementary
Texas,COPPELL ISD,Lakeside Elementary
Texas,COPPELL ISD,Town Center Elementary
Texas,COPPELL ISD,Cottonwood Creek Elementary
Texas,COPPELL ISD,Valley Ranch Elementary
Texas,COPPELL ISD,Denton Creek Elementary
Texas,COPPELL ISD,Richard J Lee Elementary
Texas,DAWSON ISD,Dawson School
Texas,KLONDIKE ISD,Klondike Isd
Texas,LAMESA ISD,Lamesa High School 
Texas,LAMESA ISD,Lamesa Success Academy
Texas,LAMESA ISD,Lamesa Middle
Texas,LAMESA ISD,North Elementary
Texas,LAMESA ISD,South Elementary
Texas,SANDS CISD,Sands Cisd
Texas,HEREFORD ISD,Hereford High School 
Texas,HEREFORD ISD,Hereford Center For Accelerated Learning
Texas,HEREFORD ISD,Special Programs Ctr
Texas,HEREFORD ISD,Hereford Junior High
Texas,HEREFORD ISD,Hereford Preparatory Academy
Texas,HEREFORD ISD,Aikman Elementary
Texas,HEREFORD ISD,Bluebonnet Elementary
Texas,HEREFORD ISD,West Central Elementary
Texas,HEREFORD ISD,Northwest Elementary
Texas,HEREFORD ISD,Tierra Blanca Elementary
Texas,WALCOTT ISD,Walcott Elementary
Texas,COOPER ISD,Cooper High School 
Texas,COOPER ISD,Cooper Junior High
Texas,COOPER ISD,Cooper Elementary
Texas,FANNINDEL ISD,Fannindel High School 
Texas,FANNINDEL ISD,Fannindel Elementary
Texas,UNIVERSITY OF NORTH TEXAS,Texas Academy Of Mathematics & Science
Texas,NORTH TEXAS COLLEGIATE ACADEMY,North Texas Collegiate Academy-South Campus
Texas,NORTH TEXAS COLLEGIATE ACADEMY,North Texas Collegiate Academy-North Campus
Texas,NORTH TEXAS COLLEGIATE ACADEMY,North Texas Collegiate Academy-East Campus
Texas,LEADERSHIP PREP SCHOOL,Leadership Prep School
Texas,LEADERSHIP PREP SCHOOL,Leadership Prep School Secondary
Texas,TRIVIUM ACADEMY,Trivium Academy
Texas,DENTON ISD,Ryan High School 
Texas,DENTON ISD,Denton High School 
Texas,DENTON ISD,Lester Davis
Texas,DENTON ISD,Denton Co Juvenile Justice Alternative Education Programs
Texas,DENTON ISD,Guyer High School 
Texas,DENTON ISD,Ray E Braswell High School 
Texas,DENTON ISD,Fred Moore High School 
Texas,DENTON ISD,Joe Dale Sparks Campus
Texas,DENTON ISD,Crownover Middle
Texas,DENTON ISD,Strickland Middle
Texas,DENTON ISD,Calhoun Middle
Texas,DENTON ISD,Mcmath Middle
Texas,DENTON ISD,Navo Middle
Texas,DENTON ISD,Harpool Middle
Texas,DENTON ISD,Bettye Myers Middle
Texas,DENTON ISD,Rodriguez Middle
Texas,DENTON ISD,Houston Elementary
Texas,DENTON ISD,Lee Elementary
Texas,DENTON ISD,Hodge Elementary
Texas,DENTON ISD,Mcnair Elementary
Texas,DENTON ISD,Newton Rayzor Elementary
Texas,DENTON ISD,Rivera Elementary
Texas,DENTON ISD,Wilson Elementary
Texas,DENTON ISD,Ginnings Elementary
Texas,DENTON ISD,Borman Elementary
Texas,DENTON ISD,Evers Park Elementary
Texas,DENTON ISD,Ryan Elementary
Texas,DENTON ISD,The Ann Windle School For Young Children
Texas,DENTON ISD,Ep Rayzor Elementary
Texas,DENTON ISD,Pecan Creek Elementary
Texas,DENTON ISD,Providence Elementary
Texas,DENTON ISD,Hawk Elementary
Texas,DENTON ISD,Savannah Elementary
Texas,DENTON ISD,Paloma Creek Elementary
Texas,DENTON ISD,Nelson Elementary
Texas,DENTON ISD,Blanton Elementary
Texas,DENTON ISD,Stephens Elementary
Texas,DENTON ISD,Emilio & Guadalupe Gonzalez Pre-K Center
Texas,DENTON ISD,Cross Oaks Elementary
Texas,DENTON ISD,Dorothy P Adkins Elementary
Texas,DENTON ISD,Catherine Bell Elementary
Texas,DENTON ISD,Regional Day Sch Deaf
Texas,DENTON ISD,Community Ed
Texas,LEWISVILLE ISD,Lewisville High School 
Texas,LEWISVILLE ISD,Marcus High School 
Texas,LEWISVILLE ISD,Dale Jackson Career Ctr
Texas,LEWISVILLE ISD,The Colony High School 
Texas,LEWISVILLE ISD,Learning Ctr
Texas,LEWISVILLE ISD,Denton Co Juvenile Justice Alternative Education Programs
Texas,LEWISVILLE ISD,Hebron High School 
Texas,LEWISVILLE ISD,Flower Mound High School 
Texas,LEWISVILLE ISD,Career Center East
Texas,LEWISVILLE ISD,Hedrick Middle
Texas,LEWISVILLE ISD,Griffin Middle
Texas,LEWISVILLE ISD,Lamar Middle
Texas,LEWISVILLE ISD,Lakeview Middle
Texas,LEWISVILLE ISD,Arbor Creek Middle
Texas,LEWISVILLE ISD,Forestwood Middle
Texas,LEWISVILLE ISD,Briarhill Middle
Texas,LEWISVILLE ISD,Delay Middle
Texas,LEWISVILLE ISD,Huffines Middle
Texas,LEWISVILLE ISD,Mckamy Middle
Texas,LEWISVILLE ISD,Creek Valley Middle
Texas,LEWISVILLE ISD,Clayton Downing Middle
Texas,LEWISVILLE ISD,Marshall Durham Middle
Texas,LEWISVILLE ISD,Legends Property
Texas,LEWISVILLE ISD,Shadow Ridge Middle
Texas,LEWISVILLE ISD,Killian Middle
Texas,LEWISVILLE ISD,Central Elementary
Texas,LEWISVILLE ISD,College St Elementary
Texas,LEWISVILLE ISD,Lakeland Elementary
Texas,LEWISVILLE ISD,Hedrick Elementary
Texas,LEWISVILLE ISD,Degan Elementary
Texas,LEWISVILLE ISD,Camey Elementary
Texas,LEWISVILLE ISD,Timber Creek Elementary
Texas,LEWISVILLE ISD,Peters Colony Elementary
Texas,LEWISVILLE ISD,Highland Village Elementary
Texas,LEWISVILLE ISD,Stewarts Creek Elementary
Texas,LEWISVILLE ISD,Flower Mound Elementary
Texas,LEWISVILLE ISD,Indian Creek Elementary
Texas,LEWISVILLE ISD,Mcauliffe Elementary
Texas,LEWISVILLE ISD,B B Owen Elementary
Texas,LEWISVILLE ISD,Creekside Elementary
Texas,LEWISVILLE ISD,Donald Elementary
Texas,LEWISVILLE ISD,Hebron Valley Elementary
Texas,LEWISVILLE ISD,Ethridge Elementary
Texas,LEWISVILLE ISD,Garden Ridge Elementary
Texas,LEWISVILLE ISD,Morningside Elementary
Texas,LEWISVILLE ISD,Heritage Elementary
Texas,LEWISVILLE ISD,Old Settlers Elementary
Texas,LEWISVILLE ISD,Parkway Elementary
Texas,LEWISVILLE ISD,Polser Elementary
Texas,LEWISVILLE ISD,Prairie Trail Elementaryementary
Texas,LEWISVILLE ISD,Valley Ridge Elementary
Texas,LEWISVILLE ISD,Forest Vista Elementary
Texas,LEWISVILLE ISD,Bridlewood Elementary
Texas,LEWISVILLE ISD,Wellington Elementary
Texas,LEWISVILLE ISD,Southridge Elementary
Texas,LEWISVILLE ISD,Homestead Elementary
Texas,LEWISVILLE ISD,Bluebonnet Elementary
Texas,LEWISVILLE ISD,Tom Hicks Elementary
Texas,LEWISVILLE ISD,Liberty Elementary
Texas,LEWISVILLE ISD,Castle Hills Elementary
Texas,LEWISVILLE ISD,Chapel Hill Elementary
Texas,LEWISVILLE ISD,Marjory Vickery Elementary
Texas,LEWISVILLE ISD,Rockbrook Elementary
Texas,LEWISVILLE ISD,Coyote Ridge Elementary
Texas,LEWISVILLE ISD,Lillie J Jackson Early Childhood Center
Texas,LEWISVILLE ISD,Independence Elementary
Texas,LEWISVILLE ISD,Lewisville Elementary
Texas,PILOT POINT ISD,Pilot Point High School 
Texas,PILOT POINT ISD,Denton Co Juvenile Justice Alternative Education Programs
Texas,PILOT POINT ISD,Pilot Point Selz Middle
Texas,PILOT POINT ISD,Pilot Point Elementary
Texas,PILOT POINT ISD,Pilot Point Int
Texas,KRUM ISD,Krum High School 
Texas,KRUM ISD,Denton Co Juvenile Justice Alternative Education Programs
Texas,KRUM ISD,Krum Middle
Texas,KRUM ISD,Dyer Elementary
Texas,KRUM ISD,Blanche Dodd Int
Texas,KRUM ISD,Krum Early Education Center
Texas,PONDER ISD,Ponder High School 
Texas,PONDER ISD,Denton Co Juvenile Justice Alternative Education Programs
Texas,PONDER ISD,Ponder Junior High
Texas,PONDER ISD,Ponder Elementary
Texas,AUBREY ISD,Aubrey High School 
Texas,AUBREY ISD,Denton Co Juvenile Justice Alternative Education Programs
Texas,AUBREY ISD,Aubrey Middle
Texas,AUBREY ISD,Hl Brockett
Texas,AUBREY ISD,James A Monaco
Texas,SANGER ISD,Sanger High School 
Texas,SANGER ISD,Denton Co Juvenile Justice Alternative Education Programs
Texas,SANGER ISD,Linda Tutt High School 
Texas,SANGER ISD,Sanger Middle
Texas,SANGER ISD,Clear Creek Int
Texas,SANGER ISD,Chisholm Trail Elementary
Texas,SANGER ISD,Butterfield Elementary
Texas,SANGER ISD,Sanger Sixth Grade Campus
Texas,ARGYLE ISD,Argyle High School 
Texas,ARGYLE ISD,Denton Co Juvenile Justice Alternative Education Programs
Texas,ARGYLE ISD,Argyle Middle
Texas,ARGYLE ISD,Argyle Int
Texas,ARGYLE ISD,Hilltop Elementary
Texas,NORTHWEST ISD,Northwest High School 
Texas,NORTHWEST ISD,Denton Creek
Texas,NORTHWEST ISD,Denton Co Juvenile Justice Alternative Education Programs
Texas,NORTHWEST ISD,Byron Nelson High School 
Texas,NORTHWEST ISD,Tarrant County Juvenile Justice Alternative Education Programs
Texas,NORTHWEST ISD,James M Steele High School 
Texas,NORTHWEST ISD,V R Eaton High School 
Texas,NORTHWEST ISD,Medlin Middle
Texas,NORTHWEST ISD,Gene Pike Middle
Texas,NORTHWEST ISD,Chisholm Trail Middle
Texas,NORTHWEST ISD,John M Tidwell Middle
Texas,NORTHWEST ISD,Truett Wilson Middle
Texas,NORTHWEST ISD,Leo Adams Middle
Texas,NORTHWEST ISD,Haslet Elementary
Texas,NORTHWEST ISD,Justin Elementary
Texas,NORTHWEST ISD,Lakeview Elementary
Texas,NORTHWEST ISD,Roanoke Elementary
Texas,NORTHWEST ISD,Seven Hills Elementary
Texas,NORTHWEST ISD,Samuel Beck Elementary
Texas,NORTHWEST ISD,W R Hatfield Elementary
Texas,NORTHWEST ISD,Prairie View Elementary
Texas,NORTHWEST ISD,Sonny & Allegra Nance Elementary
Texas,NORTHWEST ISD,J Lyndal Hughes Elementary
Texas,NORTHWEST ISD,Kay Granger Elementary
Texas,NORTHWEST ISD,Sendera Ranch Elementary
Texas,NORTHWEST ISD,O A Peterson
Texas,NORTHWEST ISD,Clara Love Elementary
Texas,NORTHWEST ISD,J C Thompson Elementary
Texas,NORTHWEST ISD,Carl E Schluter Elementary
Texas,NORTHWEST ISD,Wayne A Cox Elementary
Texas,LAKE DALLAS ISD,Lake Dallas High School 
Texas,LAKE DALLAS ISD,Denton Co Juvenile Justice Alternative Education Programs
