State,District Name,School Name
Texas,HOUSTON ISD,Pershing Middle
Texas,HOUSTON ISD,Tanglewood Middle
Texas,HOUSTON ISD,Soar Ctr
Texas,HOUSTON ISD,Project Chrysalis Middle
Texas,HOUSTON ISD,Fondren Middle
Texas,HOUSTON ISD,Lawson Middle
Texas,HOUSTON ISD,Thomas Middle
Texas,HOUSTON ISD,Fleming Middle
Texas,HOUSTON ISD,Key Middle
Texas,HOUSTON ISD,Rice Sch /La Escuela Rice
Texas,HOUSTON ISD,Sharpstown International School
Texas,HOUSTON ISD,Williams Middle
Texas,HOUSTON ISD,Hcc Life Skills Program
Texas,HOUSTON ISD,Stevenson Middle
Texas,HOUSTON ISD,West Briar Middle
Texas,HOUSTON ISD,Texas Connections Academy At Houston
Texas,HOUSTON ISD,Alcott Elementary
Texas,HOUSTON ISD,Almeda Elementary
Texas,HOUSTON ISD,Anderson Elementary
Texas,HOUSTON ISD,Atherton Elementary
Texas,HOUSTON ISD,Barrick Elementary
Texas,HOUSTON ISD,Bastian Elementary
Texas,HOUSTON ISD,Berry Elementary
Texas,HOUSTON ISD,Blackshear Elementary
Texas,HOUSTON ISD,Bonham Elementary
Texas,HOUSTON ISD,Bonner Elementary
Texas,HOUSTON ISD,Roderick R Paige Elementary
Texas,HOUSTON ISD,Braeburn Elementary
Texas,HOUSTON ISD,Durham Elementary
Texas,HOUSTON ISD,Briargrove Elementary
Texas,HOUSTON ISD,Briscoe Elementary
Texas,HOUSTON ISD,Brookline Elementary
Texas,HOUSTON ISD,Browning Elementary
Texas,HOUSTON ISD,Bruce Elementary
Texas,HOUSTON ISD,Burbank Elementary
Texas,HOUSTON ISD,Codwell Elementary
Texas,HOUSTON ISD,Burnet Elementary
Texas,HOUSTON ISD,Burrus Elementary
Texas,HOUSTON ISD,Woodson School
Texas,HOUSTON ISD,Lyons Elementary
Texas,HOUSTON ISD,Condit Elementary
Texas,HOUSTON ISD,Halpin Early Childhood Ctr
Texas,HOUSTON ISD,Coop Elementary
Texas,HOUSTON ISD,Cornelius Elementary
Texas,HOUSTON ISD,Crockett Elementary
Texas,HOUSTON ISD,Cunningham Elementary
Texas,HOUSTON ISD,De Chaumes Elementary
Texas,HOUSTON ISD,De Zavala Elementary
Texas,HOUSTON ISD,Dogan Elementary
Texas,HOUSTON ISD,Durkee Elementary
Texas,HOUSTON ISD,Eliot Elementary
Texas,HOUSTON ISD,Elrod Elementary
Texas,HOUSTON ISD,Emerson Elementary
Texas,HOUSTON ISD,Bell Elementary
Texas,HOUSTON ISD,Field Elementary
Texas,HOUSTON ISD,Fondren Elementary
Texas,HOUSTON ISD,Foster Elementary
Texas,HOUSTON ISD,Franklin Elementary
Texas,HOUSTON ISD,Frost Elementary
Texas,HOUSTON ISD,Garden Oaks Montessori
Texas,HOUSTON ISD,Garden Villas Elementary
Texas,HOUSTON ISD,Golfcrest Elementary
Texas,HOUSTON ISD,Gregg Elementary
Texas,HOUSTON ISD,Sugar Grove Academy
Texas,HOUSTON ISD,Harris J R Elementary
Texas,HOUSTON ISD,Harris R P Elementary
Texas,HOUSTON ISD,Hartsfield Elementary
Texas,HOUSTON ISD,Harvard Elementary
Texas,HOUSTON ISD,Helms Elementary
Texas,HOUSTON ISD,Henderson J Elementary
Texas,HOUSTON ISD,Henderson N Elementary
Texas,HOUSTON ISD,Herod Elementary
Texas,HOUSTON ISD,Highland Hts Elementary
Texas,HOUSTON ISD,Hobby Elementary
Texas,HOUSTON ISD,Horn Elementary
Texas,HOUSTON ISD,Mcgowen Elementary
Texas,HOUSTON ISD,Isaacs Elementary
Texas,HOUSTON ISD,Janowski Elementary
Texas,HOUSTON ISD,Jefferson Elementary
Texas,HOUSTON ISD,Kashmere Gardens Elementary
Texas,HOUSTON ISD,Robinson Elementary
Texas,HOUSTON ISD,Kelso Elementary
Texas,HOUSTON ISD,Kennedy Elementary
Texas,HOUSTON ISD,Kolter Elementary
Texas,HOUSTON ISD,Lantrip Elementary
Texas,HOUSTON ISD,Lewis Elementary
Texas,HOUSTON ISD,Lockhart Elementary
Texas,HOUSTON ISD,Longfellow Elementary
Texas,HOUSTON ISD,Looscan Elementary
Texas,HOUSTON ISD,Love Elementary
Texas,HOUSTON ISD,Lovett Elementary
Texas,HOUSTON ISD,Macgregor Elementary
Texas,HOUSTON ISD,Mading Elementary
Texas,HOUSTON ISD,Memorial Elementary
Texas,HOUSTON ISD,Montgomery Elementary
Texas,HOUSTON ISD,Neff Ecc
Texas,HOUSTON ISD,Northline Elementary
Texas,HOUSTON ISD,Oak Forest Elementary
Texas,HOUSTON ISD,Oates Elementary
Texas,HOUSTON ISD,Osborne Elementary
Texas,HOUSTON ISD,Park Place Elementary
Texas,HOUSTON ISD,Parker Elementary
Texas,HOUSTON ISD,Patterson Elementary
Texas,HOUSTON ISD,Peck Elementary
Texas,HOUSTON ISD,Pilgrim Academy
Texas,HOUSTON ISD,Piney Point Elementary
Texas,HOUSTON ISD,Pleasantville Elementary
Texas,HOUSTON ISD,Poe Elementary
Texas,HOUSTON ISD,Port Houston Elementary
Texas,HOUSTON ISD,Pugh Elementary
Texas,HOUSTON ISD,Red Elementary
Texas,HOUSTON ISD,Reynolds Elementary
Texas,HOUSTON ISD,Mcnamara Elementary
Texas,HOUSTON ISD,River Oaks Elementary
Texas,HOUSTON ISD,Roberts Elementary
Texas,HOUSTON ISD,Roosevelt Elementary
Texas,HOUSTON ISD,Ross Elementary
Texas,HOUSTON ISD,Rucker Elementary
Texas,HOUSTON ISD,Baylor College Of Medicine Biotech Academy At Rusk
Texas,HOUSTON ISD,Scarborough Elementary
Texas,HOUSTON ISD,Shearn Elementary
Texas,HOUSTON ISD,Sherman Elementary
Texas,HOUSTON ISD,Sinclair Elementary
Texas,HOUSTON ISD,Smith Elementary
Texas,HOUSTON ISD,Thompson Elementary
Texas,HOUSTON ISD,Southmayd Elementary
Texas,HOUSTON ISD,Stevens Elementary
Texas,HOUSTON ISD,Young Elementary
Texas,HOUSTON ISD,Sutton Elementary
Texas,HOUSTON ISD,Travis Elementary
Texas,HOUSTON ISD,Twain Elementary
Texas,HOUSTON ISD,Wainwright Elementary
Texas,HOUSTON ISD,Walnut Bend Elementary
Texas,HOUSTON ISD,Wesley Elementary
Texas,HOUSTON ISD,West University Elementary
Texas,HOUSTON ISD,Wharton K-8 Dual Language Academy
Texas,HOUSTON ISD,Whidby Elementary
Texas,HOUSTON ISD,Whittier Elementary
Texas,HOUSTON ISD,Wilson Montessori
Texas,HOUSTON ISD,Windsor Village Elementary
Texas,HOUSTON ISD,Grissom Elementary
Texas,HOUSTON ISD,Law Elementary
Texas,HOUSTON ISD,Mitchell Elementary
Texas,HOUSTON ISD,Petersen Elementary
Texas,HOUSTON ISD,White E Elementary
Texas,HOUSTON ISD,Benbrook Elementary
Texas,HOUSTON ISD,Scroggins Elementary
Texas,HOUSTON ISD,Foerster Elementary
Texas,HOUSTON ISD,Ashford Elementary
Texas,HOUSTON ISD,Askew Elementary
Texas,HOUSTON ISD,Bush Elementary
Texas,HOUSTON ISD,Shadowbriar Elementary
Texas,HOUSTON ISD,Tijerina Elementary
Texas,HOUSTON ISD,Sanchez Elementary
Texas,HOUSTON ISD,Garcia Elementary
Texas,HOUSTON ISD,Valley West Elementary
Texas,HOUSTON ISD,Herrera Elementary
Texas,HOUSTON ISD,Cage Elementary
Texas,HOUSTON ISD,Martinez C Elementary
Texas,HOUSTON ISD,Crespo Elementary
Texas,HOUSTON ISD,Gallegos Elementary
Texas,HOUSTON ISD,Carrillo Elementary
Texas,HOUSTON ISD,Benavidez Elementary
Texas,HOUSTON ISD,Davila Elementary
Texas,HOUSTON ISD,Martinez R Elementary
Texas,HOUSTON ISD,Milne Elementary
Texas,HOUSTON ISD,Inspired For Excellence Academy West
Texas,HOUSTON ISD,Eastwood Academy
Texas,HOUSTON ISD,Beechnut Academy
Texas,HOUSTON ISD,North Houston Early College High School 
Texas,HOUSTON ISD,Houston Math Science And Technology Center
Texas,HOUSTON ISD,Mount Carmel Academy
Texas,HOUSTON ISD,Harris Co Juvenile Justice Alternative Education Programs
Texas,HOUSTON ISD,Energized For Stem Academy Central High School 
Texas,HOUSTON ISD,Carnegie Vanguard High School 
Texas,HOUSTON ISD,Challenge Early College High School 
Texas,HOUSTON ISD,Liberty High School 
Texas,HOUSTON ISD,Tsu Charter Lab Sch
Texas,HOUSTON ISD,Pin Oak Middle
Texas,HOUSTON ISD,Ortiz Middle
Texas,HOUSTON ISD,Las Americas
Texas,HOUSTON ISD,Energized For Excellence Academy Inc Middle
Texas,HOUSTON ISD,Briarmeadow Charter
Texas,HOUSTON ISD,East Early College High School 
Texas,HOUSTON ISD,Houston Academy For International Studies
Texas,HOUSTON ISD,Energized For Excellence Academy Ecc
Texas,HOUSTON ISD,Harper Disciplinary Alternative Education Program
Texas,HOUSTON ISD,Farias Early Childhood Center
Texas,HOUSTON ISD,School At St George Place
Texas,HOUSTON ISD,Mistral Center For Early Childhood
Texas,HOUSTON ISD,King Early Childhood Ctr
Texas,HOUSTON ISD,Laurenzo Early Childhood Ctr
Texas,HOUSTON ISD,Cook Jr Elementary
Texas,HOUSTON ISD,Moreno Elementary
Texas,HOUSTON ISD,Bellfort Early Childhood Center
Texas,HOUSTON ISD,Energized For Excellence Academy Elementary
Texas,HOUSTON ISD,Gross Elementary
Texas,HOUSTON ISD,Young Scholars Academy For Excellence
Texas,HOUSTON ISD,Rodriguez Elementary
Texas,HOUSTON ISD,Seguin Elementary
Texas,HOUSTON ISD,Tinsley Elementary
Texas,HOUSTON ISD,Kandy Stripe Academy
Texas,HOUSTON ISD,R D S P D
Texas,HOUSTON ISD,Reagan K-8 Educational Ctr
Texas,HOUSTON ISD,Deanda Elementary
Texas,HOUSTON ISD,Ketelsen Elementary
Texas,HOUSTON ISD,Energized For Stem Academy West Middle
Texas,HOUSTON ISD,Young Learners
Texas,HOUSTON ISD,Neff Elementary
Texas,HOUSTON ISD,Hines-Caldwell
Texas,HOUSTON ISD,Ray Daily Elementary
Texas,HOUSTON ISD,Secondary Disciplinary Alternative Education Program
Texas,HOUSTON ISD,Energized For Stem Academy West High School 
Texas,HOUSTON ISD,H S Ahead Academy
Texas,HOUSTON ISD,Mickey Leland College Prep Acad For Young Men
Texas,HOUSTON ISD,Energized For Stem Academy Central Middle
Texas,HOUSTON ISD,Mandarin Immersion Magnet School
Texas,HOUSTON ISD,Young Women'S College Prep Academy
Texas,HOUSTON ISD,El Disciplinary Alternative Education Program
Texas,HOUSTON ISD,Baylor College Of Medicine Academy At Ryan
Texas,HOUSTON ISD,Energy Institute High School 
Texas,HOUSTON ISD,Fonwood Early Childhood Ctr
Texas,HOUSTON ISD,Hilliard Elementary
Texas,HOUSTON ISD,Elmore Elementary
Texas,HOUSTON ISD,Forest Brook Middle
Texas,HOUSTON ISD,North Forest High School 
Texas,HOUSTON ISD,Arabic Immersion Magnet School
Texas,HOUSTON ISD,Shadydale Elementary
Texas,HOUSTON ISD,Marshall Elementary
Texas,HOUSTON ISD,Mark White Elementary
Texas,HOUSTON ISD,Middle College High School  At Hcc Gulfton
Texas,HOUSTON ISD,Middle College High School  At Hcc Fraga
Texas,HOUSTON ISD,South Early College High School 
Texas,HOUSTON ISD,Victory Preparatory Academy South
Texas,HOUSTON ISD,Victory Preparatory K-8 Academy
Texas,HUMBLE ISD,Humble High School 
Texas,HUMBLE ISD,Kingwood High School 
Texas,HUMBLE ISD,Quest Early College High School 
Texas,HUMBLE ISD,Atascocita High School 
Texas,HUMBLE ISD,Kingwood Park High School 
Texas,HUMBLE ISD,Summer Creek High School 
Texas,HUMBLE ISD,Humble Community Learning Center
Texas,HUMBLE ISD,H S #7
Texas,HUMBLE ISD,Humble Middle
Texas,HUMBLE ISD,Kingwood Middle
Texas,HUMBLE ISD,Creekwood Middle
Texas,HUMBLE ISD,Atascocita Middle
Texas,HUMBLE ISD,Riverwood Middle
Texas,HUMBLE ISD,Timberwood Middle
Texas,HUMBLE ISD,Ross Sterling Middle
Texas,HUMBLE ISD,Woodcreek Middle
Texas,HUMBLE ISD,Middle #9
Texas,HUMBLE ISD,Middle #10
Texas,HUMBLE ISD,Humble Elementary
Texas,HUMBLE ISD,Lakeland Elementary
Texas,HUMBLE ISD,North Belt Elementary
Texas,HUMBLE ISD,Foster Elementary
Texas,HUMBLE ISD,Woodland Hills Elementary
Texas,HUMBLE ISD,Bear Branch Elementary
Texas,HUMBLE ISD,Elm Grove Elementary
Texas,HUMBLE ISD,Oaks Elementary
Texas,HUMBLE ISD,Greentree Elementary
Texas,HUMBLE ISD,Timbers Elementary
Texas,HUMBLE ISD,Pineforest Elementary
Texas,HUMBLE ISD,Deerwood Elementary
Texas,HUMBLE ISD,Willow Creek Elementary
Texas,HUMBLE ISD,Hidden Hollow Elementary
Texas,HUMBLE ISD,Whispering Pines Elementary
Texas,HUMBLE ISD,Shadow Forest Elementary
Texas,HUMBLE ISD,Jack M Fields Sr Elementary
Texas,HUMBLE ISD,Oak Forest Elementary
Texas,HUMBLE ISD,Maplebrook Elementary
Texas,HUMBLE ISD,Summerwood Elementary
Texas,HUMBLE ISD,Eagle Springs Elementary
Texas,HUMBLE ISD,Park Lakes Elementary
Texas,HUMBLE ISD,River Pines Elementary
Texas,HUMBLE ISD,Fall Creek Elementary
Texas,HUMBLE ISD,Lakeshore Elementary
Texas,HUMBLE ISD,Atascocita Springs Elementary
Texas,HUMBLE ISD,Ridge Creek Elementary
Texas,HUMBLE ISD,Groves Elementary
Texas,HUMBLE ISD,El #29
Texas,HUMBLE ISD,El #30
Texas,HUMBLE ISD,El #31
Texas,HUMBLE ISD,Highpoint East
Texas,HUMBLE ISD,Jjaep Campus
Texas,HUMBLE ISD,Early Learning Wing
Texas,KATY ISD,Katy High School 
Texas,KATY ISD,Taylor High School 
Texas,KATY ISD,Opport Awareness Ctr
Texas,KATY ISD,Arthur Miller Career Center
Texas,KATY ISD,Mayde Creek High School 
Texas,KATY ISD,Cinco Ranch High School 
Texas,KATY ISD,Morton Ranch High School 
Texas,KATY ISD,Seven Lakes High School 
Texas,KATY ISD,Raines High School 
Texas,KATY ISD,Tompkins High School 
Texas,KATY ISD,Paetow High School 
Texas,KATY ISD,Harris Co Sch For Accelerated Lrn
Texas,KATY ISD,Fort Bend Co Alter
Texas,KATY ISD,Katy Junior High
Texas,KATY ISD,West Memorial Junior High
Texas,KATY ISD,Mayde Creek Junior High
Texas,KATY ISD,Memorial Parkway Junior High
Texas,KATY ISD,T H Mcdonald Junior High
Texas,KATY ISD,Rodger & Elementarylen Beck Junior High
Texas,KATY ISD,Garland Mcmeans Junior High
Texas,KATY ISD,Cinco Ranch Junior High
Texas,KATY ISD,Morton Ranch Junior High
Texas,KATY ISD,Beckendorff Junior High
Texas,KATY ISD,Cardiff Junior High
Texas,KATY ISD,Woodcreek Junior High
Texas,KATY ISD,Seven Lakes Junior High
Texas,KATY ISD,Tays Junior High
Texas,KATY ISD,Stockdick Junior High
Texas,KATY ISD,Maurice L Wolfe Elementary
Texas,KATY ISD,Katy Elementary
Texas,KATY ISD,West Memorial Elementary
Texas,KATY ISD,Memorial Parkway Elementary
Texas,KATY ISD,Zelma Hutsell Elementary
Texas,KATY ISD,Bear Creek Elementary
Texas,KATY ISD,Cimarron Elementary
Texas,KATY ISD,Diane Winborn Elementary
Texas,KATY ISD,Nottingham Country Elementary
Texas,KATY ISD,Sundown Elementary
Texas,KATY ISD,Mayde Creek Elementary
Texas,KATY ISD,Hazel S Pattison Elementary
Texas,KATY ISD,Loraine T Golbow Elementary
Texas,KATY ISD,Edna Mae Fielder Elementary
Texas,KATY ISD,Jeanette Hayes Elementary
Texas,KATY ISD,Mcroberts Elementary
Texas,KATY ISD,Roosevelt Alexander Elementary
Texas,KATY ISD,James E Williams Elementary
Texas,KATY ISD,Sue Creech Elementary
Texas,KATY ISD,Robert King Elementary
Texas,KATY ISD,Jean & Betty Schmalz Elementary
Texas,KATY ISD,Odessa Kilpatrick Elementary
Texas,KATY ISD,Roberta Wright Rylander Elementary
Texas,KATY ISD,Joella Exley Elementary
Texas,KATY ISD,Jack & Sharon Rhoads Elementary
Texas,KATY ISD,Franz Elementary
Texas,KATY ISD,Griffin Elementary
Texas,KATY ISD,Ursula Stephens Elementary
Texas,KATY ISD,Woodcreek Elementary
Texas,KATY ISD,Morton Ranch Elementary
Texas,KATY ISD,Bonnie Holland Elementary
Texas,KATY ISD,Stanley C Stanley Elementary
Texas,KATY ISD,Tom Wilson Elementary
Texas,KATY ISD,Ray And Jamie Wolman Elementary
Texas,KATY ISD,Project Tyke
Texas,KATY ISD,Fred And Patti Shafer Elementary
Texas,KATY ISD,Keiko Davidson Elementary
Texas,KATY ISD,James E Randolph Elementary
Texas,KATY ISD,Jenks Elementary
Texas,KATY ISD,Bethke Elementary
Texas,KATY ISD,Bryant Elementary
Texas,KLEIN ISD,Klein High School 
Texas,KLEIN ISD,Klein Forest High School 
Texas,KLEIN ISD,Klein Oak High School 
Texas,KLEIN ISD,Klein Collins High School 
Texas,KLEIN ISD,Klein Cain High School 
Texas,KLEIN ISD,Klein Education Placement Program
Texas,KLEIN ISD,Therapeutic Education Program
Texas,KLEIN ISD,Vistas High School 
Texas,KLEIN ISD,Harris Co Juvenile Justice Alternative Education Programs
Texas,KLEIN ISD,Klein Annex
Texas,KLEIN ISD,Klein Sems
Texas,KLEIN ISD,Klein Int
Texas,KLEIN ISD,Hildebrandt Int
Texas,KLEIN ISD,Wunderlich Int
Texas,KLEIN ISD,Strack Int
Texas,KLEIN ISD,Kleb Int
Texas,KLEIN ISD,Doerre Int
Texas,KLEIN ISD,Schindewolf Int
Texas,KLEIN ISD,Krimmel Intermed
Texas,KLEIN ISD,Ulrich Int
Texas,KLEIN ISD,Kohrville Elementary
Texas,KLEIN ISD,Northampton Elementary
Texas,KLEIN ISD,Haude Elementary
Texas,KLEIN ISD,Greenwood Forest Elementary
Texas,KLEIN ISD,Epps Island Elementary
Texas,KLEIN ISD,Theiss Elementary
Texas,KLEIN ISD,Benfer Elementary
Texas,KLEIN ISD,Kaiser Elementary
Texas,KLEIN ISD,Brill Elementary
Texas,KLEIN ISD,Ehrhardt Elementary
Texas,KLEIN ISD,Lemm Elementary
Texas,KLEIN ISD,Nitsch Elementary
Texas,KLEIN ISD,Krahn Elementary
Texas,KLEIN ISD,Roth Elementary
Texas,KLEIN ISD,Kuehnle Elementary
Texas,KLEIN ISD,Mittelstadt Elementary
Texas,KLEIN ISD,Klenk Elementary
Texas,KLEIN ISD,Eiland Elementary
Texas,KLEIN ISD,Schultz Elementary
Texas,KLEIN ISD,Hassler Elementary
Texas,KLEIN ISD,Kreinhop Elementary
Texas,KLEIN ISD,Mcdougle Elementary
Texas,KLEIN ISD,Metzler Elementary
Texas,KLEIN ISD,Benignus Elementary
Texas,KLEIN ISD,Frank Elementary
Texas,KLEIN ISD,Mueller Elementary
Texas,KLEIN ISD,Blackshear Elementary
Texas,KLEIN ISD,Zwink Elementary
Texas,KLEIN ISD,Bernshausen Elementary
Texas,KLEIN ISD,The Grace England Early Childhood/Pre-K Center
Texas,KLEIN ISD,French Elementary
Texas,KLEIN ISD,Mahaffey Elementary
Texas,LA PORTE ISD,La Porte High School 
Texas,LA PORTE ISD,Viola Dewalt High School 
Texas,LA PORTE ISD,Highpoint - Disciplinary Alternative Education Program
Texas,LA PORTE ISD,Jjaep Disciplinary School
Texas,LA PORTE ISD,La Porte Junior High
Texas,LA PORTE ISD,James H Baker Sixth Grade Campus
Texas,LA PORTE ISD,Lomax Junior High
Texas,LA PORTE ISD,Jennie Reid Elementary
Texas,LA PORTE ISD,Heritage Elementary
Texas,LA PORTE ISD,La Porte Elementary
Texas,LA PORTE ISD,Bayshore Elementary
Texas,LA PORTE ISD,College Park Elementary
Texas,LA PORTE ISD,Lomax Elementary
Texas,LA PORTE ISD,Leo A Rizzuto Elementary
Texas,PASADENA ISD,Pasadena High School
Texas,PASADENA ISD,Sam Rayburn High School 
Texas,PASADENA ISD,South Houston High School
Texas,PASADENA ISD,Dobie High School 
Texas,PASADENA ISD,Tegeler Career Center
Texas,PASADENA ISD,Excel Academy (Jjaep)
Texas,PASADENA ISD,Pasadena Memorial High School 
Texas,PASADENA ISD,The Summit (High School)
Texas,PASADENA ISD,Dr Kirk Lewis Career And Technical High School 
Texas,PASADENA ISD,Community School
Texas,PASADENA ISD,Beverly Hills Int
Texas,PASADENA ISD,Jackson Int
Texas,PASADENA ISD,Park View Int
Texas,PASADENA ISD,Queens Int
Texas,PASADENA ISD,San Jacinto Int
Texas,PASADENA ISD,South Houston Int
Texas,PASADENA ISD,Southmore Int
Texas,PASADENA ISD,Miller Int
Texas,PASADENA ISD,Thompson Int
Texas,PASADENA ISD,Bondy Int
Texas,PASADENA ISD,The Summit (Intermediate)
Texas,PASADENA ISD,New Is
Texas,PASADENA ISD,Bailey Elementary
Texas,PASADENA ISD,Fisher Elementaryementary
Texas,PASADENA ISD,Freeman Elementary
Texas,PASADENA ISD,Gardens Elementary
Texas,PASADENA ISD,Garfield Elementary
Texas,PASADENA ISD,Genoa Elementary
Texas,PASADENA ISD,Golden Acres Elementary
Texas,PASADENA ISD,Pearl Hall Elementary
Texas,PASADENA ISD,Jessup Elementary
Texas,PASADENA ISD,Kruse Elementary
Texas,PASADENA ISD,Meador Elementaryementary
Texas,PASADENA ISD,Parks Elementary
Texas,PASADENA ISD,Pomeroy Elementary
Texas,PASADENA ISD,Red Bluff Elementary
Texas,PASADENA ISD,Richey Elementary
Texas,PASADENA ISD,L F Smith Elementaryementary
Texas,PASADENA ISD,Mae Smythe Elementary
Texas,PASADENA ISD,South Houston Elementary
Texas,PASADENA ISD,South Shaver Elementary
Texas,PASADENA ISD,Williams Elementaryementary
Texas,PASADENA ISD,Mcmasters Elementary
Texas,PASADENA ISD,Stuchbery Elementary
Texas,PASADENA ISD,Atkinson Elementary
Texas,PASADENA ISD,Jensen Elementary
Texas,PASADENA ISD,Burnett Elementaryementary
Texas,PASADENA ISD,Frazier Elementary
Texas,PASADENA ISD,Teague Elementary
Texas,PASADENA ISD,Moore Elementary
Texas,PASADENA ISD,Young Elementary
Texas,PASADENA ISD,Sparks Elementaryementary
Texas,PASADENA ISD,Turner Elementary
Texas,PASADENA ISD,Morales Elementaryementary
Texas,PASADENA ISD,Matthys Elementary
Texas,PASADENA ISD,Morris Middle
Texas,PASADENA ISD,De Zavala Middle School
Texas,PASADENA ISD,Laura Welch Bush Elementary
Texas,PASADENA ISD,South Belt Elementary
Texas,PASADENA ISD,Carter Lomax Middle
Texas,PASADENA ISD,Melillo Middle
Texas,PASADENA ISD,Earnesteen Milstead Middle
Texas,PASADENA ISD,Rick Schneider Middle
Texas,PASADENA ISD,Bobby Shaw Middle
Texas,PASADENA ISD,Keller Middle
Texas,PASADENA ISD,Marshall Kendrick Middle
Texas,PASADENA ISD,Nelda Sullivan Middle
Texas,PASADENA ISD,Fred Roberts Middle
Texas,PASADENA ISD,Thomas Hancock Elementary
Texas,PASADENA ISD,Guidance Center
Texas,SPRING ISD,Spring High School 
Texas,SPRING ISD,Westfield High School 
Texas,SPRING ISD,Andy Dekaney High School 
Texas,SPRING ISD,School For Accelerated Lrn
Texas,SPRING ISD,Carl Wunsche Sr High School 
Texas,SPRING ISD,New High School 
Texas,SPRING ISD,Spring Early College Academy
Texas,SPRING ISD,Richey Academy
Texas,SPRING ISD,Edwin M Wells Middle
Texas,SPRING ISD,Dueitt Middle
Texas,SPRING ISD,Twin Creeks Middle
Texas,SPRING ISD,Bammel Middle
Texas,SPRING ISD,Stelle Claughton Middle
Texas,SPRING ISD,Rickey C Bailey Middle
Texas,SPRING ISD,Edward Roberson Middle
Texas,SPRING ISD,Bammel Elementary
Texas,SPRING ISD,Ponderosa Elementary
Texas,SPRING ISD,John Winship Elementary
Texas,SPRING ISD,Pat Reynolds Elementary
Texas,SPRING ISD,Meyer Elementary
Texas,SPRING ISD,Mildred Jenkins Elementary
Texas,SPRING ISD,Pearl M Hirsch Elementary
Texas,SPRING ISD,Anderson Elementary
Texas,SPRING ISD,Joan Link Elementary
Texas,SPRING ISD,Smith Elementary
Texas,SPRING ISD,Beneke Elementary
Texas,SPRING ISD,Deloras E Thompson Elementary
Texas,SPRING ISD,Heritage Elementary
Texas,SPRING ISD,Clark Int
Texas,SPRING ISD,Salyers Elementary
Texas,SPRING ISD,Chet Burchett Elementary
Texas,SPRING ISD,Milton Cooper Elementary
Texas,SPRING ISD,Ginger Mcnabb Elementary
Texas,SPRING ISD,Northgate Elementary
Texas,SPRING ISD,Donna Lewis Elementary
Texas,SPRING ISD,Carolee Booker Elementaryementary
Texas,SPRING ISD,Hoyland Elementary
Texas,SPRING ISD,Ralph Eickenroht Elementary
Texas,SPRING ISD,Helen Major Elementary
Texas,SPRING ISD,Gloria Marshall Elementary
Texas,SPRING ISD,Clark Primary
Texas,SPRING BRANCH ISD,Memorial High School 
Texas,SPRING BRANCH ISD,Spring Woods High School 
Texas,SPRING BRANCH ISD,Northbrook High School 
Texas,SPRING BRANCH ISD,Stratford High School 
Texas,SPRING BRANCH ISD,Harold D Guthrie Center For Excellence
Texas,SPRING BRANCH ISD,Harris Co Juvenile Justice Alternative Education Programs
Texas,SPRING BRANCH ISD,Discipline Alternative Education Program
Texas,SPRING BRANCH ISD,Westchester Academy For International Studies
Texas,SPRING BRANCH ISD,Academy Of Choice
Texas,SPRING BRANCH ISD,Spring Branch Academic Institute
Texas,SPRING BRANCH ISD,Science Ctr
Texas,SPRING BRANCH ISD,Spring Branch Ed Ctr
Texas,SPRING BRANCH ISD,Landrum Middle
Texas,SPRING BRANCH ISD,Memorial Middle
Texas,SPRING BRANCH ISD,Spring Branch Middle
Texas,SPRING BRANCH ISD,Spring Woods Middle
Texas,SPRING BRANCH ISD,Spring Forest Middle
Texas,SPRING BRANCH ISD,Spring Oaks Middle
Texas,SPRING BRANCH ISD,Northbrook Middle
Texas,SPRING BRANCH ISD,Cornerstone Academy
Texas,SPRING BRANCH ISD,Bendwood School
Texas,SPRING BRANCH ISD,Bunker Hill Elementary
Texas,SPRING BRANCH ISD,Edgewood Elementary
Texas,SPRING BRANCH ISD,Frostwood Elementary
Texas,SPRING BRANCH ISD,Hollibrook Elementary
Texas,SPRING BRANCH ISD,Housman Elementary
Texas,SPRING BRANCH ISD,Hunters Creek Elementary
Texas,SPRING BRANCH ISD,Meadow Wood Elementary
Texas,SPRING BRANCH ISD,Memorial Drive Elementary
Texas,SPRING BRANCH ISD,Pine Shadows Elementary
Texas,SPRING BRANCH ISD,Ridgecrest Elementary
Texas,SPRING BRANCH ISD,Rummel Creek Elementary
Texas,SPRING BRANCH ISD,Shadow Oaks Elementary
Texas,SPRING BRANCH ISD,Spring Branch Elementary
Texas,SPRING BRANCH ISD,Valley Oaks Elementary
Texas,SPRING BRANCH ISD,Westwood Elementary
Texas,SPRING BRANCH ISD,Woodview Elementary
Texas,SPRING BRANCH ISD,Wilchester Elementary
Texas,SPRING BRANCH ISD,Sherwood Elementary
Texas,SPRING BRANCH ISD,Spring Shadow Elementary
Texas,SPRING BRANCH ISD,Nottingham Elementary
Texas,SPRING BRANCH ISD,Terrace Elementary
Texas,SPRING BRANCH ISD,Thornwood Elementary
Texas,SPRING BRANCH ISD,Cedar Brook Elementary
Texas,SPRING BRANCH ISD,Treasure Forest Elementary
Texas,SPRING BRANCH ISD,Buffalo Creek Elementary
Texas,SPRING BRANCH ISD,The Wildcat Way School
Texas,SPRING BRANCH ISD,The Panda Path School
Texas,SPRING BRANCH ISD,The Lion Lane School
Texas,SPRING BRANCH ISD,The Bear Blvd School
Texas,SPRING BRANCH ISD,The Tiger Trail School
